index,message,label,issue_type,details,normalized_message
5759,यह इतना होता है कि वहाँ 2वाक्सो आप चाहते हैं. वह आकर बीमार हो सकता है और उसे चिकित्सा बीमा प्राप्त कर सकता है. और वह अभी तक बचा सकता है और बुनियादी देख सकता है. मैं अभी उसके लिए सही चिकित्सा बीमा के लिए खरीदारी कर रहा हूँ. तो बस मुझे टीिली दिन दे. यह है कि जब मैं मुख्य व्यक्ति सही राह दिखा सकता है कि मुझे सही राह दिखा सकता है.,0,contradictory_label_conflict,Text exists under both HAM (0) and SPAM (1) across 34 rows,2
5792,ठीक है... ऊर के आम जवाब...,0,contradictory_label_conflict,Text exists under both HAM (0) and SPAM (1) across 1506 rows,
5800,मुझे लगता है कि मैं उसे डा परेशान कर रहा हूँ,0,contradictory_label_conflict,Text exists under both HAM (0) and SPAM (1) across 1506 rows,
5810,लेकिन इसके पोस्ट और भी होना चाहिए.,0,contradictory_label_conflict,Text exists under both HAM (0) and SPAM (1) across 1506 rows,
5882,बैल मुझे सही नाम डा भेजें.,0,contradictory_label_conflict,Text exists under both HAM (0) and SPAM (1) across 1506 rows,
5885,मुझे केवल 2 टिकट और एक और जैकेट चाहिए और मैं कर रहा हूँ. मैं पहले से ही अपने सभी बहुइयों का उपयोग कर चुका हूँ.,0,contradictory_label_conflict,Text exists under both HAM (0) and SPAM (1) across 34 rows,2
5947,"हाँ, पैरी देख रहे हैं लेकिन चिंतित हम इसे - फिलविल उड़ा करने के लिए जा रहे हैं?",0,contradictory_label_conflict,Text exists under both HAM (0) and SPAM (1) across 1506 rows,
6022,क्या आप अपने परिवार के साथ पत्थर में सेट योजना बना रहे हैं?,0,contradictory_label_conflict,Text exists under both HAM (0) and SPAM (1) across 1506 rows,
6137,खैर अभी भी एक सा बचा है अगर आप लोग आज रात करना चाहते हैं,0,contradictory_label_conflict,Text exists under both HAM (0) and SPAM (1) across 1506 rows,
6146,अरे अब तक टाइटा बैठे थे......हम एक भी बार भी नहीं मिलता है...... तो मैं स्थिति कैसे बैठ सकते हैं देख सकते हैं.,0,contradictory_label_conflict,Text exists under both HAM (0) and SPAM (1) across 1506 rows,
6185,इन कीड़ों को लैंगिक शोषण किया जा रहा है जैसे कि कीड़ों के साथ दुर्व्यवहार किया जा रहा है।,0,contradictory_label_conflict,Text exists under both HAM (0) and SPAM (1) across 1506 rows,
6219,किसी को पता है हमारी डेटिंग सेवा 2 से संपर्क पूछा है!,1,contradictory_label_conflict,Text exists under both HAM (0) and SPAM (1) across 34 rows,2
6264,क्या प्रिय होने के कारण तुम मुझ से क्रोधित हो?,0,contradictory_label_conflict,Text exists under both HAM (0) and SPAM (1) across 1506 rows,
6280,हा... लेकिन मैं अपने चचेरे भाई के साथ भोजन कर रहा हूँ...,0,contradictory_label_conflict,Text exists under both HAM (0) and SPAM (1) across 1506 rows,
6382,* यू. एस.,0,contradictory_label_conflict,Text exists under both HAM (0) and SPAM (1) across 1506 rows,
6415,अब कि आप बंद करना शुरू कर दिया है. बस अधिक अच्छे विचारों के लिए प्रार्थना और मैं देख सकते हैं कि आप लोगों की मदद कर सकते हैं एक लिंक आगे।,0,contradictory_label_conflict,Text exists under both HAM (0) and SPAM (1) across 1506 rows,
6420,"मैं घर पर हूँ, डॉसी ने मुझे दर्द दिया सब कुछ ठीक है कहते हैं.",0,contradictory_label_conflict,Text exists under both HAM (0) and SPAM (1) across 1506 rows,
6423,"पार्टी हमफ पर मेरे स्थान पर है, कोई आरोप नहीं (लेकिन अगर आप किसी भी तरह में योगदान दे सकते हैं यह बहुत मूल्यांकन किया जाता है) और हाँ, हम एक और के लिए कमरे मिला",0,contradictory_label_conflict,Text exists under both HAM (0) and SPAM (1) across 1506 rows,
6535,हे भगवान. दाँतों को चोट लगी है?,0,contradictory_label_conflict,Text exists under both HAM (0) and SPAM (1) across 1506 rows,
6664,"कमाल की बात है, मुझे पाठ जब आप आराम कर रहे हैं",0,contradictory_label_conflict,Text exists under both HAM (0) and SPAM (1) across 1506 rows,
6683,ऐटी ठीक है जब तक सुधार मिल गया वे पहले से ही कर सकते हैं...,0,contradictory_label_conflict,Text exists under both HAM (0) and SPAM (1) across 1506 rows,
6691,मुझे इसके बारे में सोचने के लिए एक सेक दें,0,contradictory_label_conflict,Text exists under both HAM (0) and SPAM (1) across 1506 rows,
6702,हाँ मेरे हमेशा आदमी शहर से बाहर है लेकिन मुझे पता है के आसपास लोग निश्चित रूप से कर रहे हैं,0,contradictory_label_conflict,Text exists under both HAM (0) and SPAM (1) across 1506 rows,
6814,"मैं तुम्हें सब कुछ बंद हो जाएगा बता दिया है, बस उसे परेशान नहीं करते.",0,contradictory_label_conflict,Text exists under both HAM (0) and SPAM (1) across 1506 rows,
6831,पूरी तरह से बीमार यह आप को दे रहे हैं: - जब समीक्षा करने के लिए आ रहा है.,0,contradictory_label_conflict,Text exists under both HAM (0) and SPAM (1) across 1506 rows,
6863,बस उसे एक बार या दो बार और सिर्फ इम्पिलिस की उपेक्षा और उसे पढ़ा.,0,contradictory_label_conflict,Text exists under both HAM (0) and SPAM (1) across 1506 rows,
6884,अरे अभी भी जिम पर?,0,contradictory_label_conflict,Text exists under both HAM (0) and SPAM (1) across 1506 rows,
6982,"यह मुश्किल हो जाएगा, लेकिन मैं क्या करना होगा",0,contradictory_label_conflict,Text exists under both HAM (0) and SPAM (1) across 1506 rows,
6987,"ओह, तो अपने फोन ने मुझे फोन किया लेकिन यह डिस्कनेक्ट कर दिया",0,contradictory_label_conflict,Text exists under both HAM (0) and SPAM (1) across 1506 rows,
7010,या पागलों के साथ शामिल हो सकता है?,0,contradictory_label_conflict,Text exists under both HAM (0) and SPAM (1) across 1506 rows,
7090,मैं कॉफी चल रहा एक कप देख रहा हूँ,0,contradictory_label_conflict,Text exists under both HAM (0) and SPAM (1) across 1506 rows,
7121,"तालिका के व्यस्त, मैं पेड़ द्वारा इंतजार कर रहा हूँ",0,contradictory_label_conflict,Text exists under both HAM (0) and SPAM (1) across 1506 rows,
7208,"के लिए मैं, एक 8 वीं के लिए कितना कर रहा हूँ?",0,contradictory_label_conflict,Text exists under both HAM (0) and SPAM (1) across 10 rows,8
7218,बस अपने याद किया मेरे प्रिय भाई को फोन देखते हैं.,0,contradictory_label_conflict,Text exists under both HAM (0) and SPAM (1) across 1506 rows,
7221,win,0,contradictory_label_conflict,Text exists under both HAM (0) and SPAM (1) across 2 rows,win
7227,मैं अच्छा हूँ. क्या आपने वोट देने के लिए पंजीकृत किया है?,0,contradictory_label_conflict,Text exists under both HAM (0) and SPAM (1) across 1506 rows,
7293,इस देश में विदेशी टिकट इस्तेमाल नहीं कर सकते.,0,contradictory_label_conflict,Text exists under both HAM (0) and SPAM (1) across 1506 rows,
7314,तो किसी भी तरह हुक का उपयोग नहीं करें,0,contradictory_label_conflict,Text exists under both HAM (0) and SPAM (1) across 1506 rows,
7326,"ओके डी, मैं पहले से ही योजना बनाई है. मैं तुम्हें खींच लिया.",0,contradictory_label_conflict,Text exists under both HAM (0) and SPAM (1) across 1506 rows,
7330,प्रियों के कमरे में पहुँच गए हैं,0,contradictory_label_conflict,Text exists under both HAM (0) and SPAM (1) across 1506 rows,
7376,"""""""मैं हमेशा हर समय खुश रखने की कोशिश करता हूँ। लेकिन कोई मुझे पहचान नहीं पाता जब मैं अकेला हूँ""""""",0,contradictory_label_conflict,Text exists under both HAM (0) and SPAM (1) across 1506 rows,
7450,यू यू यू यू यू किसी बीमार समय नहीं ले सकते हैं?,0,contradictory_label_conflict,Text exists under both HAM (0) and SPAM (1) across 1506 rows,
7489,यू. एस. ए. ए.,0,contradictory_label_conflict,Text exists under both HAM (0) and SPAM (1) across 1506 rows,
7493,ठीक है कि अगर मैं हताश कर रहा हूँ मैं सिर्फ हाथ फोन और फिर से फोन करेंगे,0,contradictory_label_conflict,Text exists under both HAM (0) and SPAM (1) across 1506 rows,
7505,के रूप में... हम पहले से ही बाहर हैं,0,contradictory_label_conflict,Text exists under both HAM (0) and SPAM (1) across 1506 rows,
7521,प्रिय तुम गुस्सा कर रहे हैं मैं व्यस्त था,0,contradictory_label_conflict,Text exists under both HAM (0) and SPAM (1) across 1506 rows,
7639,अच्छी तरह से किया और!,0,contradictory_label_conflict,Text exists under both HAM (0) and SPAM (1) across 1506 rows,
7679,अंत में वह अब भी उगल सकती है लेकिन इसके ठीक हो सकता है. सब कुछ बाहर नहीं होगा.,0,contradictory_label_conflict,Text exists under both HAM (0) and SPAM (1) across 1506 rows,
7741,मैं भी अस्पताल नहीं जाना चाहता था. मैं मार्क से कह रहा था कि मैं एक कमजोर बच्चा नहीं हूँ. अस्पताल कमजोर चूसनेवालों के लिए हैं.,0,contradictory_label_conflict,Text exists under both HAM (0) and SPAM (1) across 1506 rows,
7756,आठवें के लिए कितना?,0,contradictory_label_conflict,Text exists under both HAM (0) and SPAM (1) across 1506 rows,
7775,क्या मैं एक रसीद या कुछ पहले उठाया है,0,contradictory_label_conflict,Text exists under both HAM (0) and SPAM (1) across 1506 rows,
7818,"नियमित रूप से, बर्फ के घर का आनंद लीजिए ।",0,contradictory_label_conflict,Text exists under both HAM (0) and SPAM (1) across 1506 rows,
7822,अब मैं घर में नहीं...,0,contradictory_label_conflict,Text exists under both HAM (0) and SPAM (1) across 1506 rows,
7835,कभी - कभी शांत और कोमल होता है ।,0,contradictory_label_conflict,Text exists under both HAM (0) and SPAM (1) across 1506 rows,
7910,केवल गणित एक दिन के साथ एक अध्याय के साथ हम समाप्त कर सकते हैं।,0,contradictory_label_conflict,Text exists under both HAM (0) and SPAM (1) across 1506 rows,
7948,मैं असली बात का स्वाद लेने के लिए इंतजार कर सकते हैं...,0,contradictory_label_conflict,Text exists under both HAM (0) and SPAM (1) across 1506 rows,
8081,मैं अब सोने जा रहा हूँ. एक अच्छी रात है!,0,contradictory_label_conflict,Text exists under both HAM (0) and SPAM (1) across 1506 rows,
8087,मुझे आशा है कि आपके अच्छे और शायद कुछ इंटरव्यू हैं. मैं तुम्हें जगाता हूँ और तुम्हें प्रिय याद आती है. समुद्र के पार से एक स्नेहमय चुंबन.,0,contradictory_label_conflict,Text exists under both HAM (0) and SPAM (1) across 1506 rows,
8234,मैं ठीक हूँ. आशा है कि आप भी कर रहे हैं,0,contradictory_label_conflict,Text exists under both HAM (0) and SPAM (1) across 1506 rows,
8254,कॉलेज में आते समय मुझे ऐड डा.,0,contradictory_label_conflict,Text exists under both HAM (0) and SPAM (1) across 1506 rows,
8337,तकनीकी समर्थन सहयोगी.,0,contradictory_label_conflict,Text exists under both HAM (0) and SPAM (1) across 1506 rows,
8351,वहाँ एक कारण है कि हम इस साल बात नहीं की है? वैसे भी एक महान सप्ताह है और अपने परीक्षा में सभी सबसे अच्छा है,0,contradictory_label_conflict,Text exists under both HAM (0) and SPAM (1) across 1506 rows,
8404,यदि आप चलाना चाहते हैं तो इसे पूरा संस्करण डा सक्रिय करें.,0,contradictory_label_conflict,Text exists under both HAM (0) and SPAM (1) across 1506 rows,
8534,मैं आधी रात में देखेंगे,0,contradictory_label_conflict,Text exists under both HAM (0) and SPAM (1) across 1506 rows,
8574,"हम्म... यह इतना अच्छा था अपने शब्दों के लिए जागना, मेरे प्यार! मैं भी तुमसे प्यार करता हूँ, मेरे प्रिय... * समुद्र पार से चुंबन",0,contradictory_label_conflict,Text exists under both HAM (0) and SPAM (1) across 1506 rows,
8620,इसलिए मुझे बैंक जाना पड़ा भुगतान करने के लिए.,0,contradictory_label_conflict,Text exists under both HAM (0) and SPAM (1) across 1506 rows,
8702,ब्गाराई के लिए केवल एक ही शब्द है: हम लोगों के लिए.........................................................................................................,0,contradictory_label_conflict,Text exists under both HAM (0) and SPAM (1) across 1506 rows,
8744,मैं बाहर कार्यालय वहाँ से सभी ले जाएगा,0,contradictory_label_conflict,Text exists under both HAM (0) and SPAM (1) across 1506 rows,
8780,"क्षमा करें, एक देर से शुरू हो गया, हम रास्ते पर हैं",0,contradictory_label_conflict,Text exists under both HAM (0) and SPAM (1) across 1506 rows,
8788,क्या समय निकल जाता है?,0,contradictory_label_conflict,Text exists under both HAM (0) and SPAM (1) across 1506 rows,
8808,साथ ही टुकड़ा कहां है,0,contradictory_label_conflict,Text exists under both HAM (0) and SPAM (1) across 1506 rows,
8814,मैं परियोजना केंद्र में गया था,0,contradictory_label_conflict,Text exists under both HAM (0) and SPAM (1) across 1506 rows,
8830,तुम पर बस नहीं भेजा है. मंदिर में रहो.,0,contradictory_label_conflict,Text exists under both HAM (0) and SPAM (1) across 1506 rows,
8858,मैं आप के अंदर और कमरे के बाहर दोनों को खुश करना चाहता हूँ...,0,contradictory_label_conflict,Text exists under both HAM (0) and SPAM (1) across 1506 rows,
8880,मैं एक स्नान ले सकते हैं के लिए हर किसी के लिए इंतज़ार में...... अपने सूट से बाहर निकलने के लिए...... इसलिए मैं एक स्नान ले सकते हैं,0,contradictory_label_conflict,Text exists under both HAM (0) and SPAM (1) across 1506 rows,
8887,अरे तुम क्या कर रहे हैं.,0,contradictory_label_conflict,Text exists under both HAM (0) and SPAM (1) across 1506 rows,
8935,"संदेश को पढ़ने के बाद मुस्कुराते हुए, दो के बीच दोस्ती की महिमा नहीं होती ।",0,contradictory_label_conflict,Text exists under both HAM (0) and SPAM (1) across 1506 rows,
8950,"शांत, क्या समय आप यहाँ मिल सकता है लगता है?",0,contradictory_label_conflict,Text exists under both HAM (0) and SPAM (1) across 1506 rows,
8973,* बाद में हो सकता है ।,0,contradictory_label_conflict,Text exists under both HAM (0) and SPAM (1) across 1506 rows,
9059,तो क्या लैपटॉप इकट्ठा कर सकते हैं?,0,contradictory_label_conflict,Text exists under both HAM (0) and SPAM (1) across 1506 rows,
9066,मैं नौकरी प्रोफ़ाइल बपो की तरह लगता है.,0,contradictory_label_conflict,Text exists under both HAM (0) and SPAM (1) across 1506 rows,
9072,क्या तुम बिस्तर में कोई अप्रिय है?,0,contradictory_label_conflict,Text exists under both HAM (0) and SPAM (1) across 1506 rows,
9098,आशा है कि आप एक महान दिन हो रहे हैं।,0,contradictory_label_conflict,Text exists under both HAM (0) and SPAM (1) across 1506 rows,
9135,आप पुस्तकालय में हैं?,0,contradictory_label_conflict,Text exists under both HAM (0) and SPAM (1) across 1506 rows,
9142,मैं तकनीकी समर्थन काम कर रहा हूँ:,0,contradictory_label_conflict,Text exists under both HAM (0) and SPAM (1) across 1506 rows,
9150,"हाँ, बिस्तर पर नहीं जाना, मैं आधी रात से पहले वापस हो जाएगा",0,contradictory_label_conflict,Text exists under both HAM (0) and SPAM (1) across 1506 rows,
9209,आप राष्ट्रपति से एक महत्वपूर्ण ग्राहक सेवा घोषणा है.,1,contradictory_label_conflict,Text exists under both HAM (0) and SPAM (1) across 1506 rows,
9219,"लुइस, आशा है कि आप उस तरह के दिन नहीं हो रहे हैं!",0,contradictory_label_conflict,Text exists under both HAM (0) and SPAM (1) across 1506 rows,
9249,तुम मुझे से दूरी छुपा या दूर रखें,0,contradictory_label_conflict,Text exists under both HAM (0) and SPAM (1) across 1506 rows,
9281,यह ज़रूरी है कि सम्मानित है,0,contradictory_label_conflict,Text exists under both HAM (0) and SPAM (1) across 1506 rows,
9283,यो दोस्त जो सिर्फ दूसरे दिन गिरफ्तार हो गया लगता है,0,contradictory_label_conflict,Text exists under both HAM (0) and SPAM (1) across 1506 rows,
9313,ठीक है. मैं एक सज्जन हूँ और आप सम्मान और सम्मान के साथ इलाज करेंगे.,0,contradictory_label_conflict,Text exists under both HAM (0) and SPAM (1) across 1506 rows,
9329,क्या आप ऑनलाइन ट्रांजेक्शन कर सकते हैं?,0,contradictory_label_conflict,Text exists under both HAM (0) and SPAM (1) across 1506 rows,
9379,अब मैं केवल पटियाओं को ले गया ।,0,contradictory_label_conflict,Text exists under both HAM (0) and SPAM (1) across 1506 rows,
9464,एक पत्नी के अधिकार को प्राप्त कीजिए ।,0,contradictory_label_conflict,Text exists under both HAM (0) and SPAM (1) across 1506 rows,
9531,"(मेरा आदमी कारोस निश्चित रूप से आज रात आ रहा है, कोई बहाना नहीं)",0,contradictory_label_conflict,Text exists under both HAM (0) and SPAM (1) across 1506 rows,
9543,"आप सभी के बारे में मुझे एक डाक भेज सकते हैं...... आप यहाँ आने वाले रिश्ताओं के बारे में पता है? सभी आप लागत, जोखिम, लाभ और अन्य कुछ भी के बारे में जानते हैं. धन्यवाद.",0,contradictory_label_conflict,Text exists under both HAM (0) and SPAM (1) across 1506 rows,
9568,"मैं घर पर हूँ, कृपया फोन करें",0,contradictory_label_conflict,Text exists under both HAM (0) and SPAM (1) across 1506 rows,
9703,मैं पहले से ही सिच तक पहुँच चुका हूँ...,0,contradictory_label_conflict,Text exists under both HAM (0) and SPAM (1) across 1506 rows,
9743,"पर्याप्त, कुछ भी चल रहा है?",0,contradictory_label_conflict,Text exists under both HAM (0) and SPAM (1) across 1506 rows,
9812,मैं घर के रास्ते पर हूँ,0,contradictory_label_conflict,Text exists under both HAM (0) and SPAM (1) across 1506 rows,
9832,मैं पूरी तरह दक्षिण पार्क से प्यार करता हूँ!,0,contradictory_label_conflict,Text exists under both HAM (0) and SPAM (1) across 1506 rows,
9893,"क्या तुम्हारे फोन के लिए एक अन्य ऐप प्राप्त करने का रास्ता नहीं मिला है, ना? क्या आप जाल स्टू के पास जा रहे हैं? क्या तुम उस काम को ले लो? प्रिय मुझे तुम्हारी ज़रूरत है. मैं तुम्हें देखने के लिए चाहता हूँ...",0,contradictory_label_conflict,Text exists under both HAM (0) and SPAM (1) across 1506 rows,
9903,एक झूलिया के साथ जा रहे हैं रात में.,0,contradictory_label_conflict,Text exists under both HAM (0) and SPAM (1) across 1506 rows,
9935,"हर अंधकार के पीछे एक तेज़ प्रकाश आप के लिए इंतज़ार कर रहा है... हर सबसे अच्छे दोस्त के पीछे, हमेशा भरोसा और प्रेम है...",0,contradictory_label_conflict,Text exists under both HAM (0) and SPAM (1) across 1506 rows,
9965,तुम्हारी नई साल की योजना क्या है?,0,contradictory_label_conflict,Text exists under both HAM (0) and SPAM (1) across 1506 rows,
10002,माँ कहते हैं कि हम उस समय आदमी जाना... फिर वह डाने घड़ी प्रदर्शन से दूर रह सकती है...,0,contradictory_label_conflict,Text exists under both HAM (0) and SPAM (1) across 1506 rows,
10069,लगता है कि मैं एक घंटे की तरह या इतने में बंद हो सकता है? मेरे रूम - मेट की एक यात्रा के लिए धन चाहते हैं.,0,contradictory_label_conflict,Text exists under both HAM (0) and SPAM (1) across 1506 rows,
10113,"अब तुलना कीजिए, इसका लाभ उठाइए ।",0,contradictory_label_conflict,Text exists under both HAM (0) and SPAM (1) across 1506 rows,
10142,कैमरा - आप एक सीपिक्स डिजिटल कैमरा को सम्मानित कर रहे हैं!,1,contradictory_label_conflict,Text exists under both HAM (0) and SPAM (1) across 1506 rows,
10177,कार्यालय की लड़कियों को शायद आश्चर्य हो कि क्यों आप मुस्कुरा रहे हैं लेकिन बहुत बुरी तरह से...,0,contradictory_label_conflict,Text exists under both HAM (0) and SPAM (1) across 1506 rows,
10182,तुम कहाँ हो?,0,contradictory_label_conflict,Text exists under both HAM (0) and SPAM (1) across 1506 rows,
10222,मैं मार्च ३ में परीक्षा लेने के लिए है,0,contradictory_label_conflict,Text exists under both HAM (0) and SPAM (1) across 1506 rows,
10248,मैं तुम्हारे लिए लांजा बना सकते हैं... वीडोका...,0,contradictory_label_conflict,Text exists under both HAM (0) and SPAM (1) across 1506 rows,
10260,जब से हम तोड़ दिया और पहले से ही हमारे दिमाग मिश के लिए जा रहे हैं!,0,contradictory_label_conflict,Text exists under both HAM (0) and SPAM (1) across 1506 rows,
10289,"यह एक दिन आप एक अरब वर्ग है, है ना?",0,contradictory_label_conflict,Text exists under both HAM (0) and SPAM (1) across 1506 rows,
10333,तुम काम कर रहे हैं?,0,contradictory_label_conflict,Text exists under both HAM (0) and SPAM (1) across 1506 rows,
10345,मेरा ड्राइव केवल पढ़ा जा सकता है. मुझे लिखने की जरूरत है,0,contradictory_label_conflict,Text exists under both HAM (0) and SPAM (1) across 1506 rows,
10368,"""वाह, मुझे नहीं पता था कि आप इतने परेशान थे. मैंने सोचा कि आप इसे पसंद कर रहे थे, क्योंकि मैं सबसे अच्छा कर रहा था और आप हमेशा खुश लग रहा था """" गुफा."""" मैं नहीं कर रहा हूँ और अधिक देने के लिए नहीं है. मैं माफी चाहता हूँ. मैं अपने कमरे इतना परेशान हूँ इतना है. मुझे लगता है कि मैं अपने कमरे के लिए इतना अच्छा था. """"""",0,contradictory_label_conflict,Text exists under both HAM (0) and SPAM (1) across 1506 rows,
10371,"हाँ, वास्तव में, वह सिर्फ एक घंटे पहले की तरह कुछ भी की जरूरत है अगर. जब और कितना?",0,contradictory_label_conflict,Text exists under both HAM (0) and SPAM (1) across 1506 rows,
10403,"ठीक है, सलाह के लिए धन्यवाद. अपनी रात का आनंद लो. मैं कुछ नींद पाने की कोशिश करते हैं...",0,contradictory_label_conflict,Text exists under both HAM (0) and SPAM (1) across 1506 rows,
10406,मुझे इतनी अच्छी तरह जानना बंद करो!,0,contradictory_label_conflict,Text exists under both HAM (0) and SPAM (1) across 1506 rows,
10511,मैं हम वहाँ पहाड़ी बात का एक राजा कर रहे थे सोचा.,0,contradictory_label_conflict,Text exists under both HAM (0) and SPAM (1) across 1506 rows,
10551,वीजी प्रशंसक...,0,contradictory_label_conflict,Text exists under both HAM (0) and SPAM (1) across 1506 rows,
10565,आप एक अद्भुत सप्ताह चाहते हैं.,0,contradictory_label_conflict,Text exists under both HAM (0) and SPAM (1) across 1506 rows,
10591,"शानदार, मैं तुम्हें एक बिट में देखेंगे",0,contradictory_label_conflict,Text exists under both HAM (0) and SPAM (1) across 1506 rows,
10668,... क्या तुम गूब में हो?,0,contradictory_label_conflict,Text exists under both HAM (0) and SPAM (1) across 1506 rows,
10708,मैं होगा लेकिन मैं अभी भी शांत हूँ. और कल रात से थक. कोई भी स्कूल या काम करने के लिए चला गया. सब कुछ बंद हो गया है.,0,contradictory_label_conflict,Text exists under both HAM (0) and SPAM (1) across 1506 rows,
10720,"ज़रूर, मैं देखना होगा अगर मैं थोड़ा में से आ सकते हैं",0,contradictory_label_conflict,Text exists under both HAM (0) and SPAM (1) across 1506 rows,
10798,तुम मुझे ऊपर आने के लिए क्या समय चाहते हैं?,0,contradictory_label_conflict,Text exists under both HAM (0) and SPAM (1) across 1506 rows,
10843,"नहीं आदमी, मेरी कार लोगों से भरा जा रहा है",0,contradictory_label_conflict,Text exists under both HAM (0) and SPAM (1) across 1506 rows,
11015,"हाँ, मुझे लगता है कि मेरे सामान्य आदमी अभी भी कल रात से बाहर पारित हो गया है, अगर आप किसी के एक पकड़ मुझे पता है और मैं नीचे फेंक देंगे",0,contradictory_label_conflict,Text exists under both HAM (0) and SPAM (1) across 1506 rows,
11076,आप कृपया मुझे मेरी चाची की संख्या भेज सकते हैं,0,contradictory_label_conflict,Text exists under both HAM (0) and SPAM (1) across 1506 rows,
11085,कोई प्रिय मैं सो रहा था: -पी,0,contradictory_label_conflict,Text exists under both HAM (0) and SPAM (1) across 1506 rows,
11156,मैं तुम सही बाद में करते हैं.,0,contradictory_label_conflict,Text exists under both HAM (0) and SPAM (1) across 1506 rows,
11175,"के, मैं आज रात से आ सकता है अगर मेरी कक्षा जल्दी छोड़ दिया है",0,contradictory_label_conflict,Text exists under both HAM (0) and SPAM (1) across 1506 rows,
11225,ठीक है कि कितना दूर है. उसे अध्ययन करने या सिर्फ भेंट करने के लिए प्रेरित किया जाता है,0,contradictory_label_conflict,Text exists under both HAM (0) and SPAM (1) across 1506 rows,
11273,केर्निस 2 आयाम में बडी बडी.,0,contradictory_label_conflict,Text exists under both HAM (0) and SPAM (1) across 34 rows,2
11356,"शहद, आप यह पता लगा सकते हैं कि वे नाइजीरिया में कितना पैसा बेचते हैं ।",0,contradictory_label_conflict,Text exists under both HAM (0) and SPAM (1) across 1506 rows,
11376,बहुत बढ़िया! मैं अब सोटाइल चलाने के लिए है!,0,contradictory_label_conflict,Text exists under both HAM (0) and SPAM (1) across 1506 rows,
11383,बारिश का मौसम अभी ठंडा है,0,contradictory_label_conflict,Text exists under both HAM (0) and SPAM (1) across 1506 rows,
11426,आप बहुत सेक्सी हैं!,0,contradictory_label_conflict,Text exists under both HAM (0) and SPAM (1) across 1506 rows,
11547,अब भूख लगी है महान.,0,contradictory_label_conflict,Text exists under both HAM (0) and SPAM (1) across 1506 rows,
11586,कोई वानर घर पर टीव देख रहा है... बाहर नहीं जा रहा है।,0,contradictory_label_conflict,Text exists under both HAM (0) and SPAM (1) across 1506 rows,
11615,इसलिए सूरज नींद की दवा है ।,0,contradictory_label_conflict,Text exists under both HAM (0) and SPAM (1) across 1506 rows,
11635,1 मीटिंग खत्म हो गया है मुझे फोन.,0,contradictory_label_conflict,Text exists under both HAM (0) and SPAM (1) across 5 rows,1
11672,"नहीं, कुछ समय पहले.. बाल कटौती करने के लिए चला गया.",0,contradictory_label_conflict,Text exists under both HAM (0) and SPAM (1) across 1506 rows,
11773,मैं इसे प्यार करता हूँ!,0,contradictory_label_conflict,Text exists under both HAM (0) and SPAM (1) across 1506 rows,
