message,label,source
"You are everywhere dirt, on the floor, the windows, even on my shirt. And sometimes when i open my mouth, you are all that comes flowing out. I dream of my world without you, then half my chores are out too. A time of joy for me, lots of tv shows i.ll see. But i guess like all things you just must exist, like rain, hail and mist, and when my time here is done, you and i become one.",0,uci_sms_collection
Aaooooright are you at work?,0,uci_sms_collection
I'm leaving my house now...,0,uci_sms_collection
"Hello, my love. What are you doing? Did you get to that interview today? Are you you happy? Are you being a good boy? Do you think of me?Are you missing me ?",0,uci_sms_collection
Customer service annoncement. You have a New Years delivery waiting for you. Please call 07046744435 now to arrange delivery,1,uci_sms_collection
You are a winner U have been specially selected 2 receive £1000 cash or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810810,1,uci_sms_collection
Keep yourself safe for me because I need you and I miss you already and I envy everyone that see's you in real life,0,uci_sms_collection
New car and house for my parents.:)i have only new job in hand:),0,uci_sms_collection
I'm so in love with you. I'm excited each day i spend with you. You make me so happy.,0,uci_sms_collection
-PLS STOP bootydelious (32/F) is inviting you to be her friend. Reply YES-434 or NO-434 See her: www.SMS.ac/u/bootydelious STOP? Send STOP FRND to 62468,1,uci_sms_collection
"BangBabes Ur order is on the way. U SHOULD receive a Service Msg 2 download UR content. If U do not, GoTo wap. bangb. tv on UR mobile internet/service menu",1,uci_sms_collection
I place all ur points on e cultures module already.,0,uci_sms_collection
URGENT! We are trying to contact you. Last weekends draw shows that you have won a £900 prize GUARANTEED. Call 09061701939. Claim code S89. Valid 12hrs only,1,uci_sms_collection
"Hi frnd, which is best way to avoid missunderstding wit our beloved one's?",0,uci_sms_collection
Great escape. I fancy the bridge but needs her lager. See you tomo,0,uci_sms_collection
Yes :)it completely in out of form:)clark also utter waste.,0,uci_sms_collection
"Sir, I need AXIS BANK account no and bank address.",0,uci_sms_collection
"Hmmm.. Thk sure got time to hop ard... Ya, can go 4 free abt... Muz call u to discuss liao...",0,uci_sms_collection
What time you coming down later?,0,uci_sms_collection
"Bloody hell, cant believe you forgot my surname Mr . Ill give u a clue, its spanish and begins with m...",0,uci_sms_collection
"Well, i'm gonna finish my bath now. Have a good...fine night.",0,uci_sms_collection
Let me know when you've got the money so carlos can make the call,0,uci_sms_collection
U still going to the mall?,0,uci_sms_collection
"Turns out my friends are staying for the whole show and won't be back til ~ &lt;#&gt; , so feel free to go ahead and smoke that $ &lt;#&gt;  worth",0,uci_sms_collection
Text her. If she doesnt reply let me know so i can have her log in,0,uci_sms_collection
Hi! You just spoke to MANEESHA V. We'd like to know if you were satisfied with the experience. Reply Toll Free with Yes or No.,0,uci_sms_collection
You lifted my hopes with the offer of money. I am in need. Especially when the end of the month approaches and it hurts my studying. Anyways have a gr8 weekend,0,uci_sms_collection
Lol no. U can trust me.,0,uci_sms_collection
ok. I am a gentleman and will treat you with dignity and respect.,0,uci_sms_collection
"He will, you guys close?",0,uci_sms_collection
Going on nothing great.bye,0,uci_sms_collection
Hello handsome ! Are you finding that job ? Not being lazy ? Working towards getting back that net for mummy ? Where's my boytoy now ? Does he miss me ?,0,uci_sms_collection
"Haha awesome, be there in a minute",0,uci_sms_collection
Please call our customer service representative on FREEPHONE 0808 145 4742 between 9am-11pm as you have WON a guaranteed £1000 cash or £5000 prize!,1,uci_sms_collection
Have you got Xmas radio times. If not i will get it now,0,uci_sms_collection
I jus reached home. I go bathe first. But my sis using net tell u when she finishes k...,0,uci_sms_collection
Are you unique enough? Find out from 30th August. www.areyouunique.co.uk,1,uci_sms_collection
I'm sorry. I've joined the league of people that dont keep in touch. You mean a great deal to me. You have been a friend at all times even at great personal cost. Do have a great week.|,0,uci_sms_collection
Hi :)finally i completed the course:),0,uci_sms_collection
It will stop on itself. I however suggest she stays with someone that will be able to give ors for every stool.,0,uci_sms_collection
How are you doing? Hope you've settled in for the new school year. Just wishin you a gr8 day,0,uci_sms_collection
Gud mrng dear hav a nice day,0,uci_sms_collection
Did u got that persons story,0,uci_sms_collection
is your hamster dead? Hey so tmr i meet you at 1pm orchard mrt?,0,uci_sms_collection
Hi its Kate how is your evening? I hope i can see you tomorrow for a bit but i have to bloody babyjontet! Txt back if u can. :) xxx,0,uci_sms_collection
"Found it, ENC  &lt;#&gt; , where you at?",0,uci_sms_collection
I sent you  &lt;#&gt;  bucks,0,uci_sms_collection
Hello darlin ive finished college now so txt me when u finish if u can love Kate xxx,0,uci_sms_collection
Your account has been refilled successfully by INR  &lt;DECIMAL&gt; . Your KeralaCircle prepaid account balance is Rs  &lt;DECIMAL&gt; . Your Transaction ID is KR &lt;#&gt; .,0,uci_sms_collection
Goodmorning sleeping ga.,0,uci_sms_collection
U call me alter at 11 ok.,0,uci_sms_collection
Ü say until like dat i dun buy ericsson oso cannot oredi lar...,0,uci_sms_collection
"Aight yo, dats straight dogg",0,uci_sms_collection
You please give us connection today itself before  &lt;DECIMAL&gt;  or refund the bill,0,uci_sms_collection
Both :) i shoot big loads so get ready!,0,uci_sms_collection
"What's up bruv, hope you had a great break. Do have a rewarding semester.",0,uci_sms_collection
Home so we can always chat,0,uci_sms_collection
K:)k:)good:)study well.,0,uci_sms_collection
Yup... How ü noe leh...,0,uci_sms_collection
Sounds great! Are you home now?,0,uci_sms_collection
Finally the match heading towards draw as your prediction.,0,uci_sms_collection
Tired. I haven't slept well the past few nights.,0,uci_sms_collection
Easy ah?sen got selected means its good..,0,uci_sms_collection
I have to take exam with march 3,0,uci_sms_collection
Yeah you should. I think you can use your gt atm now to register. Not sure but if there's anyway i can help let me know. But when you do be sure you are ready.,0,uci_sms_collection
Ok no prob. Take ur time.,0,uci_sms_collection
There is os called ubandu which will run without installing in hard disk...you can use that os to copy the important files in system and give it to repair shop..,0,uci_sms_collection
U say leh... Of course nothing happen lar. Not say v romantic jus a bit only lor. I thk e nite scenery not so nice leh.,0,uci_sms_collection
"500 New Mobiles from 2004, MUST GO! Txt: NOKIA to No: 89545 & collect yours today!From ONLY £1 www.4-tc.biz 2optout 087187262701.50gbp/mtmsg18",1,uci_sms_collection
Would really appreciate if you call me. Just need someone to talk to.,0,uci_sms_collection
"Will u meet ur dream partner soon? Is ur career off 2 a flyng start? 2 find out free, txt HORO followed by ur star sign, e. g. HORO ARIES",1,uci_sms_collection
Hey company elama po mudyadhu.,0,uci_sms_collection
"Life is more strict than teacher... Bcoz Teacher teaches lesson &amp; then conducts exam, But Life first conducts Exam &amp; then teaches Lessons. Happy morning. . .",0,uci_sms_collection
Dear good morning now only i am up,0,uci_sms_collection
Get down in gandhipuram and walk to cross cut road. Right side &lt;#&gt; street road and turn at first right.,0,uci_sms_collection
Dear we are going to our rubber place,0,uci_sms_collection
"Sorry battery died, yeah I'm here",0,uci_sms_collection
Yes:)here tv is always available in work place..,0,uci_sms_collection
Text & meet someone sexy today. U can find a date or even flirt its up to U. Join 4 just 10p. REPLY with NAME & AGE eg Sam 25. 18 -msg recd@thirtyeight pence,1,uci_sms_collection
I have printed it oh. So  &lt;#&gt;  come upstairs,0,uci_sms_collection
Or ill be a little closer like at the bus stop on the same street,0,uci_sms_collection
Where are you?when wil you reach here?,0,uci_sms_collection
"New Theory: Argument wins d SITUATION, but loses the PERSON. So dont argue with ur friends just.. . . . kick them &amp; say, I'm always correct.!",0,uci_sms_collection
U 447801259231 have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094597,1,uci_sms_collection
Tomarrow final hearing on my laptop case so i cant.,0,uci_sms_collection
PLEASSSSSSSEEEEEE TEL ME V AVENT DONE SPORTSx,0,uci_sms_collection
"Okay. No no, just shining on. That was meant to be signing, but that sounds better.",0,uci_sms_collection
"Although i told u dat i'm into baig face watches now but i really like e watch u gave cos it's fr u. Thanx 4 everything dat u've done today, i'm touched...",0,uci_sms_collection
U don't remember that old commercial?,0,uci_sms_collection
Too late. I said i have the website. I didn't i have or dont have the slippers,0,uci_sms_collection
I asked you to call him now ok,0,uci_sms_collection
Kallis wont bat in 2nd innings.,0,uci_sms_collection
It didnt work again oh. Ok goodnight then. I.ll fix and have it ready by the time you wake up. You are very dearly missed have a good night sleep.,0,uci_sms_collection
Congratulations ur awarded 500 of CD vouchers or 125gift guaranteed & Free entry 2 100 wkly draw txt MUSIC to 87066 TnCs www.Ldew.com1win150ppmx3age16,1,uci_sms_collection
Ranjith cal drpd Deeraj and deepak 5min hold,0,uci_sms_collection
"Wen ur lovable bcums angry wid u, dnt take it seriously.. Coz being angry is d most childish n true way of showing deep affection, care n luv!.. kettoda manda... Have nice day da.",0,uci_sms_collection
What you doing?how are you?,0,uci_sms_collection
"Ups which is 3days also, and the shipping company that takes 2wks. The other way is usps which takes a week but when it gets to lag you may have to bribe nipost to get your stuff.",0,uci_sms_collection
"I'm back, lemme know when you're ready",0,uci_sms_collection
Don't necessarily expect it to be done before you get back though because I'm just now headin out,0,uci_sms_collection
Mmm so yummy babe ... Nice jolt to the suzy,0,uci_sms_collection
Where are you lover ? I need you ...,0,uci_sms_collection
We tried to contact you re your reply to our offer of a Video Handset? 750 anytime networks mins? UNLIMITED TEXT? Camcorder? Reply or call 08000930705 NOW,1,uci_sms_collection
I‘m parked next to a MINI!!!! When are you coming in today do you think?,0,uci_sms_collection
Yup,0,uci_sms_collection
Anyway i'm going shopping on my own now. Cos my sis not done yet. Dun disturb u liao.,0,uci_sms_collection
MY NO. IN LUTON 0125698789 RING ME IF UR AROUND! H*,0,uci_sms_collection
Hey I am really horny want to chat or see me naked text hot to 69698 text charged at 150pm to unsubscribe text stop 69698,1,uci_sms_collection
Why you Dint come with us.,0,uci_sms_collection
Same. Wana plan a trip sometme then,0,uci_sms_collection
"Not sure yet, still trying to get a hold of him",0,uci_sms_collection
Ur ringtone service has changed! 25 Free credits! Go to club4mobiles.com to choose content now! Stop? txt CLUB STOP to 87070. 150p/wk Club4 PO Box1146 MK45 2WT,1,uci_sms_collection
The evo. I just had to download flash. Jealous?,0,uci_sms_collection
Ringtone Club: Get the UK singles chart on your mobile each week and choose any top quality ringtone! This message is free of charge.,1,uci_sms_collection
"Come to mu, we're sorting out our narcotics situation",0,uci_sms_collection
"Night has ended for another day, morning has come in a special way. May you smile like the sunny rays and leaves your worries at the blue blue bay.",0,uci_sms_collection
HMV BONUS SPECIAL 500 pounds of genuine HMV vouchers to be won. Just answer 4 easy questions. Play Now! Send HMV to 86688 More info:www.100percent-real.com,1,uci_sms_collection
"Usf I guess, might as well take 1 car",0,uci_sms_collection
No objection. My bf not coming.,0,uci_sms_collection
Thanx...,0,uci_sms_collection
Tell rob to mack his gf in the theater,0,uci_sms_collection
"Awesome, I'll see you in a bit",0,uci_sms_collection
Just sent it. So what type of food do you like?,0,uci_sms_collection
All done? All handed in? Celebrations in full swing yet?,0,uci_sms_collection
You got called a tool?,0,uci_sms_collection
"Wen u miss someone, the person is definitely special for u..... But if the person is so special, why to miss them, just Keep-in-touch gdeve..",0,uci_sms_collection
Ok. I asked for money how far,0,uci_sms_collection
Okie...,0,uci_sms_collection
"Yeah I think my usual guy's still passed out from last night, if you get ahold of anybody let me know and I'll throw down",0,uci_sms_collection
"K, I might come by tonight then if my class lets out early",0,uci_sms_collection
Ok..,0,uci_sms_collection
hi baby im cruisin with my girl friend what r u up 2? give me a call in and hour at home if thats alright or fone me on this fone now love jenny xxx,0,uci_sms_collection
"My life Means a lot to me, Not because I love my life, But because I love the people in my life, The world calls them friends, I call them my World:-).. Ge:-)..",0,uci_sms_collection
"Dear,shall mail tonite.busy in the street,shall update you tonite.things are looking ok.varunnathu edukkukayee raksha ollu.but a good one in real sense.",0,uci_sms_collection
Hey you told your name to gautham ah?,0,uci_sms_collection
Haf u found him? I feel so stupid da v cam was working.,0,uci_sms_collection
Oops. 4 got that bit.,0,uci_sms_collection
Are you this much buzy,0,uci_sms_collection
I accidentally deleted the message. Resend please.,0,uci_sms_collection
T-Mobile customer you may now claim your FREE CAMERA PHONE upgrade & a pay & go sim card for your loyalty. Call on 0845 021 3680.Offer ends 28thFeb.T&C's apply,1,uci_sms_collection
Unless it's a situation where YOU GO GURL would be more appropriate,0,uci_sms_collection
Hurt me... Tease me... Make me cry... But in the end of my life when i die plz keep one rose on my grave and say STUPID I MISS U.. HAVE A NICE DAY BSLVYL,0,uci_sms_collection
I cant pick the phone right now. Pls send a message,0,uci_sms_collection
Need a coffee run tomo?Can't believe it's that time of week already,0,uci_sms_collection
"Awesome, I remember the last time we got somebody high for the first time with diesel :V",0,uci_sms_collection
"Shit that is really shocking and scary, cant imagine for a second. Def up for night out. Do u think there is somewhere i could crash for night, save on taxi?",0,uci_sms_collection
Oh and by the way you do have more food in your fridge! Want to go out for a meal tonight?,0,uci_sms_collection
He is a womdarfull actor,0,uci_sms_collection
"SMS. ac Blind Date 4U!: Rodds1 is 21/m from Aberdeen, United Kingdom. Check Him out http://img. sms. ac/W/icmb3cktz8r7!-4 no Blind Dates send HIDE",1,uci_sms_collection
Yup... From what i remb... I think should be can book...,0,uci_sms_collection
Jos ask if u wana meet up?,0,uci_sms_collection
Lol yes. Our friendship is hanging on a thread cause u won't buy stuff.,0,uci_sms_collection
"TheMob> Check out our newest selection of content, Games, Tones, Gossip, babes and sport, Keep your mobile fit and funky text WAP to 82468",1,uci_sms_collection
Where are the garage keys? They aren't on the bookshelf,0,uci_sms_collection
Today is ACCEPT DAY..U Accept me as? Brother Sister Lover Dear1 Best1 Clos1 Lvblefrnd Jstfrnd Cutefrnd Lifpartnr Belovd Swtheart Bstfrnd No rply means enemy,0,uci_sms_collection
"Think ur smart ? Win £200 this week in our weekly quiz, text PLAY to 85222 now!T&Cs WinnersClub PO BOX 84, M26 3UZ. 16+. GBP1.50/week",1,uci_sms_collection
He says he'll give me a call when his friend's got the money but that he's definitely buying before the end of the week,0,uci_sms_collection
